Date,Model,Category,Manufacturer,Model,Year,RAID (hours),Registration number,Serial number,Seller,Location,Description,Price
2020-05-22,"T206H Flint Tip Tanks, ADS-B In/Out",Single engine,Cessna,"T206H Flint Tip Tanks, ADS-B In/Out",2005,973,,,,,"GMA-1347 Digital Audio Panel with Marker Beacon/Intercom
GTX-345R Transponder with ADS-B In/Out
GIA-63 NAV/COM/GPS with Glideslope #1
GIA-63 NAV/COM/GPS with Glideslope #2
GDU-1040 Primary Flight Display (PFD)
GDU-1040 Multi-function Display (MFD)
GEA-71 Engine/Airframe Computer
GRS-77 AHRS
GDC-74 Air Data Computer with OAT Probe
 CHT/EGT Sensors - All Cylinders
 Fuel Flow Meter
 TIT Sensor
 Manifold/Tachometer/Vacuum Sensors


GMU-44 Magnetometer
KAP-140 Dual Axis Autopilot with Altitude Preselect/GPS Roll Steering
KCM-100 Configuration Module
KS-270C Pitch Axis Servo Actuator
KS-271C Roll Axis Servo Actuator
KS-272C Pitch Trim Servo Actuator
Pilot Control Wheel - Pitch Trim Switch / Autopilot Disconnect


3000-11 Emergency Locator Transmitter
Emergency Locator Transmitter Remote Mounted Switch
WX-500 Stormscope
Control Wheel Push-To-Talk Switch - Pilot/Copilot
Mic & Phone Jacks - Pilot/Copilot/Passengers
Auxiliary Stereo Input Jack
Deck Skin Cooling Fan #1 - Instrument Panel
Avionics Cooling Fan #2 - PFD
Avionics Cooling Fan #3 - MFD
Aft Avionics Cooling Fan #4 - Avionics Equipment
LED Lighted Switch Panel
LED Light Circuit Breaker Panel
Blind Turn Coordinator for KAP-140 Roll Rate Data
Backup Single Pump Vacuum System - Dry
Standby Battery Controller
Standby Battery, 24 volt 6.2 AH
Backup Attitude Gyro, Airspeed & Altimeter Indicator
GDL69A XM Satellite Data / Radio Receiver
AmSafe Inflatable Seat Belts & Shoulder Harness STC, Inertia Reel, Pilot/Co-Pilot/Passenger Seats 3 & 4",
2020-05-22,"T206h air, float kit, ads-b in/out",Single engine,Cessna,"T206h air, float kit, ads-b in/out",2006,1,,,,,"GDU-1040 Primary Flight Display (PFD)
GDU-1040 Multi-function Display (MFD)
GMA-1347 Digital Audio Panel with Marker Beacon/Intercom
GIA-63 NAV/COM/GPS with Glideslope #1
GIA-63 NAV/COM/GPS with Glideslope #2
GTX-345R Transponder with ADS-B In/Out
GEA-71 Engine/Airframe Computer
CHT/EGT Sensors - All Cylinders
Fuel Flow Meter
Manifold/Tachometer/Vacuum Sensors


GRS-77 AHRS
GDC-74 Air Data Computer with OAT Probe
GMU-44 Magnetometer
KAP-140 Dual Axis Autopilot
Altitude Preselect
GPS Roll Steering
KCM-100 Configuration Mode
KS-270C Pitch Axis Servo Actuator
KS-271C Roll Axis Servo Actuator
KS-272C Pitch Trim Servo Actuator


3000-11 Emergency Locator Transmitter
Emergency Locator Transmitter External Antenna
Emergency Locator Transmitter Remote Mounted Switch


WX-500 Stormscope
Control Wheel Push-To-Talk Switch - Pilot/Copilot
Mic & Phone Jacks - Pilot/Copilot/Passengers
Auxiliary Stereo Input Jack
Blind Turn Coordinator for KAP-140
Avionics Circuit Breaker Panel
Single Engine Driven Vacuum Pump System
Backup Mechanical Instruments
Attitude (Vacuum Gyro)
Airspeed
Altimeter


Magnetic Compass
Pitot System - Heated
Static System
Alternate Static Source
Audible Stall Warning System - Heated
Deck Skin Cooling Fan #1
Avionics Cooling Fan #2 - PFD
Avionics Cooling Fan #3 - MFD
Aft Avionics Cooling Fan #4
GDL-69A XM Satellite Data / Radio Receiver
AmSafe Inflatable Seat Belts & Shoulder Harness STC, Inertia Reel, Pilot/Co-Pilot/Passenger Seats 3 & 4",
2020-05-22,400 Air TKS TAWS-B ADS-B Out WAAS,Single engine,Cessna,400 Air TKS TAWS-B ADS-B Out WAAS,2008,1,,,,,"Garmin G1000 Glass Avionics System: 



 Garmin 10.4"" High
Resolution Primary Flight Display 
 Garmin 10.4"" High Resolution
Multi-Function Flight Display 
 Garmin Ready Pad (FMS Keypad Controller)

 Attitude Heading Reference System (AHRS) 
 Solid State Air Data
Computer (ADC) 
 Solid State 3-Axis Magnetometer 
 Electronic Engine
Indication System (EIS) 
 Dual Nav/Comm (16 watt) 
 Dual IFR En-route
/ Approach and WAAS Certified GPS 
 GTX-33ES with WAAS Transponder with
ADS-B Out 
 Digital Audio Panel with Audio Playback 
 Avidyne TAS
Active Traffic 
 Terrain and Obstacle Mapping (Topographic and Relative)

 XM Satellite Weather and Radio 
 Garmin GFC700 Fully Integrated
Two-Axis Autopilot with Flight Director and Go-Around Switch 

Backup Airspeed, Attitude and Altimeter Standby Battery 
 Dual Independent
Electrical System 
 Dual 12 Volt Aux Power Outlets",
2020-05-22,"182T TAS, ADS-B In/Out, G1000, GFC700",Single engine,Cessna,"182T TAS, ADS-B In/Out, G1000, GFC700",2007,1,,,,,"GDU-1044B Primary Flight Display (PFD) 
 GDU-1044B Multi-function
Display (MFD) 
 GMA-1347 Digital Audio Panel with Marker Beacon/Intercom 
 GIA-63W NAV/COM/GPS/WAAS with Glideslope #1 

GIA-63W NAV/COM/GPS/WAAS with Glideslope #2 
 GTX-345R Mode S Transponder
with ADS-B In/Out 
 GEA-71 Engine/Airframe Computer 
 CHT/EGT Sensors
- All Cylinders 
 Fuel Flow Meter 
 Manifold/Tachometer/Vacuum
Sensors 


 GRS-77 AHRS 
 GDC-74 Air Data Computer with OAT Probe

 GMU-44 Magnetometer 
 GFC-700 Autopilot 
 Go-Around Switch

 Control Wheel Steering 


ME-406 Two Frequency Emergency Locator Transmitter 




 GDL-69A Flight
Information System (FIS) with XM Radio 
 Emergency Locator Transmitter
Remote Mounted Switch 
 WX-500 Stormscope 
 Auxiliary Stereo Input
Jack 
 Avionics Circuit Breaker Panel 
 Control Wheel Push-To-Talk
Switch - Pilot/Co-pilot 
 Mic & Phone Jacks -
Pilot/Co-pilot/Passengers 
 Single Engine Driven Pump System 
 Backup
Attitude (Vacuum Gyro), Altimeter and Airspeed Indicator 
 Magnetic
Compass 
 Pitot System - Heated 
 Static System 
 Alternate
Static Source 
 Audible Stall Warning System - Heated 
 Amsafe
Inflatable Seat Belts &Shoulder Harness STC, Inertia Reel, Pilot/Co-pilot",
2020-05-22,182T G1000,Single engine,Cessna,182T G1000,2004,262,,,,,"GMA-1347 Digital Audio Panel with Marker Beacon/Intercom

 GTX-33 Transponder - Mode S with TIS 
 GIA-63 NAV/COM/GPS with
Glideslope #1 
 GIA-63 NAV/COM/GPS with Glideslope #2 
 GEU-1040
Primary Flight Display (PFD) 
 GDU-1040 Multi-Function Display (MFD)

 GEA-71 Engine/Airframe Computer 
 GRS-77 AHRS 
 GDC-74 Air
Data Computer 
 GMU-44 Magnetometer 
 KAP-140 Dual Axis Autopilot
with Altitude Preselect 
 KCM-100 Configuration Module 
 KS-270C
Pitch Axis Servo Actuator 
 GDL-69A XM Satellite Data / Radio Receiver

 KS-271C Roll Axis Servo Actuator 
 KS-272C Pitch Trim Servo
Actuator 
 Pilot Control Wheel - Pitch Trim Switch/AP Disconnect 
 



3000-11 Emergency Locator Transmitter Remote Mounted Switch 
 WX-500
Stormscope 
 Artex ELT 
 Control Wheel Push-To-Talk Switch -
Pilot/Copilot 
 Mic & Phone Jacks - Pilot/Copilot/Passengers 

Auxiliary Stereo Input Jack 
 Avionics Cooling Fan #1 - Instrument Panel

 Avionics Cooling Fan #2 - PFD 
 Avionics Cooling Fan #3 - MFD

 Avionics Cooling Fan #4 - Avionics Equipment 
 Lighted
Switch/Circuit Breaker (Pullable) Panel 
 Blind Turn Coordinator for
KAP-140 Roll Rate Data 
 Backup Single Pump Vacuum System - Dry 

Standby Battery, 24 volt 8 AH 
 Backup Attitude Gyro, Airspeed &
Altimeter Indicator",
2020-05-22,Sr22 t g6 gts,Single engine,Cirrus,Sr22 t g6 gts,2017,1,,,,,"Cirrus Perspective Avionics Suite Faturing Garmin NXI Including-



WAAS GPS Receivers
Dual AHARS
Dual Air Data Computer (ADC)
Garmin 12â€ LCD Displays
Garmin GMA-350c â€œ3Dâ€ Audio Panel with Bluetooth
Garmin Remote ADS-B Transponder
Garmin GFC-700 Digital Autopilot
Garmin Yaw Damper, Automatic at 200 Ft AGL 
Flightstream 510 WIFI Connectivity
Synthetic Vision Technology
Mid Continent 4 in 1 Digital Backup Gauges


Garmin Active Traffic System (TAS)
EngineView Engine and Fuel Monitoring 
Enhanced Ground Proximity Warning System (TAWS-B)
Garmin Electronic Stability Protection (ESP)
XM WX Datalink w/ XM Audio 
Jeppesen Chartview Electronic Approach Charts
Garmin SafeTaxi
Enhanced Vision System (EVS, FLIR Camera)
Flight Director
Garmin Global Connect Satellite Phone & Text Messaging",725000.0
2020-05-22,182s,Single engine,Cessna,182s,1999,1,,,,,"Bendix King KMA26 Audio Selection Panel, 3LMB
Dual Bendix King KX155A Digital NAV/ COM Transceivers
Bendix King KLN94 GPS
Bendix King KMD 250 Multi Function Display


Bendix King KAP 140 with Altitude Hold
Bendix King KR87 ADF with Timer Function
Bendix King KT73 Transponder
Garmin GDL82 ADSB Out Transmitter",209900.0
2020-05-21,Rv8,Single engine,Vans,Rv8,2019,54,,83-601,Plane4You,Poland,,
2020-05-21,F33a bonanza,Single engine,Beechcraft,F33a bonanza,1990,2127,,,Lizere Malan,"Africa, South Africa","Log books from new & no damage history
Low Time AirframeGarmin GNS 430 Nav/Com/GPSWX1000 Stormscope",
2020-05-21,M20c,Single engine,Mooney,M20c,1963,5844,,,Lizere Malan,"Africa, South Africa","Neat 4 seater
Time Since Overhaul: 495.26 HrsLycoming o-360 A1DHartzell HC-C3YR-1RF",
2020-05-21,Rv-10,Single engine,Vans,Rv-10,2017,148,,,,,White with Royal Blue and Silver Bands,
2020-05-21,Mirage,Single engine,Piper,Mirage,2010,780,,,,,"Garmin G1000 Avionics w/ Synthetic Vision 
 10"" PFD (Pilot &
Co-pilot) 
 Single 15"" MFD 
 GMA-347 Audio Panel 
 Dual
GIA-63W 
 NAV/COM/GPS (WAAS Enabled) 
 Dual GDC-75A Air Data
Computers 
 GTX 33 Transponder 




GWX-68 Weather Radar 
 GFC-700 Autopilot w/ GMC-710 AP Controller

 GCU-476 Keypad 
 GDL-69A XM Radio/Weather Receiver 
 Enhanced
Situational Awareness Package: 
 KTA-870 Traffic Advisory System 

WX-500 Stormscope 
 TAWS B",
2020-05-21,Beaver dhc-2,Single engine,De havilland,Beaver dhc-2,1955,8,,,,,"Garmin GTN 750 WAAS GPS/NAV/COM
Garmin GTX 345 Transponder ADSB 2020 Compliant
STEC 50 Auto Pilot
Aspen EFD 1000 Glass PFD
Garmin 350C Audio Panel
Garmin 2nd GTR 225 COM",565000.0
2020-05-21,"T206H ir, SVT, ADS-B In/Out",Single engine,Cessna,"T206H ir, SVT, ADS-B In/Out",2011,1,,,,,"GMA-1347 Digital Audio Panel with Marker Beacon/Intercom
GTX-345R Transponder with ADS-B In/Out
GIA-63W NAV/COM/GPS/WAAS with GS #1
GIA-63W NAV/COM/GPS/WAAS with GS #2
GDU-1044B Primary Flight Display (PFD)
GDU-1044B Multi-Function Display (MFD)
GEA-71 Engine/Airframe Computer
GRS-77 AHRS
GDC-74A Air Data Computer with OAT Probe
GMU-44 Magnetometer
Garmin SafeTaxi & FliteCharts
GFC-700 Autopilot
Go-Around Switch
Electric Trim
A/P Disconnect
Control Wheel Steering Button


GDL-69A Flight Information System (FIS) with XM Radio
WX-500 Stormscope
Electronic Checklists
Transmitter


Emergency Locator Transmitter Remote Mounted Switch
Backup Attitude Gyro, Altimeter and Airspeed Indicator
Control Wheel Push-To-Talk Switch-Pilot/Copilot
Mic & Phone Jacks-Pilot/Copilot/Passengers
Auxiliary Stereo Input Jack
Antennas:
Marker Beacon Antenna
 Transponder Antenna
 VHF/GPS Antenna (2)
 XM Antenna
 NAV Antenna
 Emergency Locator Transmitter External Antenna
Stormscope Antenna


Pitot System - Heated
Static System
Hand Held Microphone
Alternate Static Source
Compass
Amsafe Inflatable Seat Belts & Shoulder Harness STC, Inertia Reel, Pilot, Copilot, Passenger 3 & 4 Seats",
2020-05-21,182p skylane,Single engine,Cessna,182p skylane,1973,3,,,,,"PS Engineering PMA 8000B Audio Panel/Intercom System
Garmin GNC 255A NAV
King KX 170B NAV/COM 
Century HSI


KI 209 VOR/LOC/G.S.
King KN 64 DME
Garmin GTX 345 Transponder with ADS-B",89950.0
2020-05-21,172,Single engine,Cessna,172,1958,3,,,,,"Stratus ESG ADS-B Out Transponder
King KY196A Digital Comm
Sigtronics 403 Intercom",29000.0
2020-05-21,Beech bonanza 36,Single engine,Beechcraft,Beech bonanza 36,2016,,N70MC,,CFS Jets,,,
2020-05-21,Cessna 182s skylane,Single engine,Cessna,Cessna 182s skylane,1998,,N283LP,,"Barnett Investment Group, Inc.",,,239000.0
2020-05-21,Piper saratoga,Single engine,Piper,Piper saratoga,1980,,N8225R,,AKC Aviation,,,
2020-05-21,Piper cherokee arrow,Single engine,Piper,Piper cherokee arrow,1977,,N328NC,,New Century Air Service,,,114900.0
2020-05-21,Cessna 177,Single engine,Cessna,Cessna 177,1975,,N76177,,New Century Air Service,,,
2020-05-21,Aeronca,Single engine,Aeronca,Aeronca,1946,,N8307E,,"Barnett Investment Group, Inc.",,,25000.0
2020-05-20,Rv-10,Single engine,Vans,Rv-10,2017,148,ZUTXJ,,Sales Dept.,"Africa, South Africa","AIRFRAME
 	Time Since New 	148 
 ENGINES
 Lycoming YIO-540-D4A5 (260HP)
	Time Since New 	148
	Time Remaining	1852",
2020-05-20,M20u ovation ultra,Single engine,Mooney,M20u ovation ultra,2019,100,N7323M,,Fred Ahles,"North America Canada, United States - FL","AIRFRAME
 Total time: 100 hours 
 ENGINES
 	Continental IO-550-G, 310 HP gold standard engine with three-year warranty (parts and labor)
	Engine: 100 hours

PROPELLER
	Hartzell three-blade constant speed
	Propeller: 100 hours",
2020-05-20,Sr22 g3 turbo gts,Single engine,Cirrus,Sr22 g3 turbo gts,2008,885,9HCIE,,Aeromeccanica S.A,"Italy, Verona","Cirrus Perspective by Garmin Cockpit
Keyboard Controller
Dual WAAS GPS/Comm/Nav Radios
Engine and Fuel Monitoring
Mode S Transponder
Artex ME 406 MHz ELT
Syntethic Vision Technology
Flight director
GFC700 Autopilot/Dual AHRS
XM Weather and Audio
Traffic Information
eTAWS (Terrain Warning)
Yaw Damper
DME KN63
2nd Air Data Computer
ChartView (Jeppesen Aproach Plates)
Flight Charts",457407.0
2020-05-20,Sr22 g2,Single engine,Cirrus,Sr22 g2,2004,1720,N8170E,0809,,"France, CANNES, LFMD","Engine model CONTINENTAL IO-550-N
top overhaul : 6 cylinders new : December 2019 at 1375h)",225880.0
2020-05-20,Sr22 g5 gts,Single engine,Cirrus,Sr22 g5 gts,2015,,N889WM,4261,Aerista Aircraft,USA,"Continental IO-550-N, 310hp Platinum Engine Series 1,555 hours TTSN (Flight) TBO at 2,200 hours (Flight)",464900.0
2020-05-20,Saratoga ii tc,Single engine,Piper,Saratoga ii tc,1998,1,,,,,"Year Painted: 1997
Paint 9/10",269000.0
2020-05-20,185f skywagon,Single engine,Cessna,185f skywagon,1975,2,,,,,"King KMA 20 Audio Panel with 3 Light Marker Beacons
King KX 155 Digital 760-Channel Flip/Flop NAV/COM
King KI 209 Glideslope Indicator
King KX 155 Digital 760-Channel Flip/Flop NAV/COM
King KI 208 VOR/LOC Indicator
Garmin GNC 150XL Moving Map GPS
Narco 841 TSO Digital ADF
Narco 890 Digital DME
Narco AT 165 TSO Digital Transponder with Mode-C
Davtron Digital VOR Readout
EDM 700 6-Cylinder Graphic Engine Monitor


PS Engineering PM 3000 4-Place Intercom
True Airspeed Bezel
Hamilton Vertical Compass Card
Remote ELT Panel
Amphibious Float Gear Warning Panel
Dual Drilled PTT
Aux Music Input
Avionics Master Switch
Panel Post Lighting
Overhead Map-Light
Pilot Side Yoke Map-Light",185000.0
2020-05-20,172,Single engine,Cessna,172,1961,5,,,,,"New Garmin 255A Nav/Com
New Staratus ESG ADS-B IN and OUT",52000.0
2020-05-20,Bonanza a36,Single engine,Beechcraft,Bonanza a36,1996,2,,,,,"Configurado para 5 passageiros 1 tripulantes. Assentos, laterais e carpete em tons de bege claro com detalhes de costura em tons claros. Configured for 5 passengers 1 crew. Seats, sidewalls and carpet in light Beige tones with sewing in light tones.",242000.0
2020-05-19,A36 bonanza,Single engine,Beechcraft,A36 bonanza,1996,2270,,,Ana Lua,"South America, Brazil","AIRFRAME
 Total Time: 2270 hours 
 ENGINES
 Total Time: 2270 hours 
Total Time since Overhaul: 645 (1155 disponveis para prximo OH / 1155 remaining for next OH) 

Propeller Total Time: 2270 hours 
Total Time since Overhaul: 645 hours",
2020-05-19,172s,Single engine,Cessna,172s,2002,2500,DEPLP,,,"Germany, Dortmund, EDLW","- Bendix King KX155A
- Bendix King KX165A 8,33 KHz
- GPS King Bendix KLN 89B
- XPDR Trig TT31
- Autopilot KING KAP 140 , 2 Axis Autopilot
- Engine Monitor J.P Instruments EDM 730",248637.0
2020-05-19,150K Aerobat,Single engine,Cessna,150K Aerobat,1970,2000,FHPRE,,,"France, PONTOISE, LFPT",helice neuve,47435.0
2020-05-19,Arrow ii,Single engine,Piper,Arrow ii,1973,3,,,,,"Garmin GTX345 Transponder W ADSB
Garmin 340 Audio Panel/Intercom
Garmin GTN650 WAAS GPS / COMM
Auto Control III Autopilot 
King KX170B NAV/COM
WX10A Stormscope
Dual Glideslope
NSD 360 HSI",89000.0
2020-05-19,P210n,Single engine,Cessna,P210n,1979,2,,,,,"Garmin G600 PFD/MFD with Synthetic Vision
STEC 55X Autopilot w Preselect and Autotrim
Garmin GTN750 WAAS GPS / NAV/COMM
Garmin GTN650 WAAS GPS / NAV/COMM
Garmin GTX330 Mode S Transponder 
Garmin GMA35 Remote Audio Panel




Ryan TCAD 9900BX Traffic Advisory
Garmin GWX68 10 Weather Radar
Garmin GDL69 XM Receiver 
WX500 Stormscope
King KR87 ADF
King KN64 DME",269000.0
2020-05-19,Sr22-g3 gts turbo,Single engine,Cirrus,Sr22-g3 gts turbo,2010,738,,,,,"Cirrus Perspective Avionics Suite including  




WAAS Capable GPS Receivers 
 Dual AHARS 
 Garmin 12"" LCD
Displays 
 Garmin GMA-347 Audio Panel 
 Garmin GTX33ES ADSB Out
Remote Transponder 
 Garmin GFC-700 Digital Autopilot 
 Garmin Yaw
Dampener 
 Synthetic Vision Technology 




Traffic Information (SkyWatch) 
 Engine View Engine and Fuel
Monitoring 
 Enhanced Ground Proximity Warning System (TAWS-B) 
 XM
WX Datalink w/XM Audio 
 Garmin Chart View (Powered by Jeppesen) 

Garmin SafeTaxi 
 Flight Director 
 Enhance Vision Camera - EVS
Camera",439000.0
2020-05-19,182,Single engine,Cessna,182,1956,7,,,,,"King KY97A Comm
Narco AT150 Transponder and encoder",29000.0
2020-05-19,152,Single engine,Cessna,152,1977,6,,,,,"TKM MX-385 NAV/COM
Tail Beacon ADS/B (out only)
2 Place Intercom
Dual Flight Controls",37900.0
2020-05-19,400,Single engine,Cessna / columbia / lancair,400,2007,1,,,,,"Garmin G1000 Fully Integrated w/ Ready Keypad 
 LCE Commemorative
Edition Custom Carbon Fiber Panel 
 Garmin Synthetic Vision Technology
Upgrade 
 GIA-63 NAV/COM/GPS Equipped w/ GS #1 
 GIA-63 NAV/COM/GPS
Equipped w/ GS #2 
 GCU-476 Keypad Controller ""READY Pad"" 

GDL-69A Flight Information System (FIS) XM Weather & XM Radio 
 GTX-33
Transponder-Mode S TIS & TAS 620 24nm Active Traffic 
 GMA-1347
Digital Audio Panel w/Marker Beacon/Intercom/Playback 
GFC-700 Autopilot - Go-Around Switch, Dual 4 Way Electric Trim 
 A/P
Disconnect & Control Stick Steering Button 
 Terrain Awareness System
(TAWS-B) Garmin Terrain & Obstacles 
 Digital Engine Monitoring w/
Lean Assist 
 Garmin SafeTaxi 
 Backup Airspeed, Altimeter &
Electric Attitude Indicator 
 Mic & Phone
Jacks-Pilot/Co-pilot/Passengers (Bose and Standard) 
 Electronic Built in
Carbon Monoxide Detector 
 406 MHz ELT",329000.0
2020-05-19,Bonanza a36,Single engine,Beechcraft,Bonanza a36,1986,2,,,,,"Audio Panel: Garmin GMA 340 Audio Panel 
 NAV/COM GPS #1: Garmin GNS
530W GPS/NAV/COM/ 
 NAV/COM #2 : King KX-155A NAV / COM / Glideslope

 Transponder: Garmin GTX 345 w/ ADSB In / Out 
 Traffic: Garmin GTS
800 Active Traffic 
 XM Weather: Garmin GDL 69 XM Weather 
 Radar
Alt: King KR 10 Radar Altimeter 
 Stormscope: BFG WX 11 Stormscope 

DME: King KN-63 DME w/ NAV 1 & 2 Switching & DME Hold 
 Autopilot:
KING KFC 200 Autopilot/Flt Dir/HSI 
 Beech Avionics Master Switch, Static
Wicks, Control Wheel Mic Buttons, Transponder Ident Button",285000.0
2020-05-19,Piper malibu,Single engine,Piper,Piper malibu,2012,,N858GK,,SkyLife Elite,,,729900.0
2020-05-18,FR 172 H - Rocket,Single engine,Cessna,FR 172 H - Rocket,1973,5300,,,,"France, LFXU, LFXU","COM1/NAV/GPS: Garmin GNC 255 (8,33 kHz)
COM2/NAV/GPS: Garmin GTR 255A
Transponder: Garmin GTX 328 mode S
EDM: JPI EDM-700",88093.0
2020-05-17,Sr22 g2,Single engine,Cirrus,Sr22 g2,2004,,N89UM,0971,Aerista Aircraft,USA,"Continental IO-550-N, 310 HP Platinum Engine Series 540 hours TTSN (Hobbs)",274900.0
2020-05-16,Sr22 t g6 gts,Single engine,Cirrus,Sr22 t g6 gts,2019,172,,,,,"Cirrus Perspective Avionics Suite Featuring Garmin NXI 
 Synthetic
Vision Technology 
 Dual WAAS GPS Receivers 
 Dual AHARS
Computers-(New weight saving combined ADAHRS) 
 Dual Air Data
Computers-(New weight saving combined ADAHRS) 
 Garmin 12"" LCD
Displays 
 Wireless Flight Stream 510 Connectivity 
 Midcontinent
Digital Backup Instrumentation 
 Garmin GMA-350c All-Digital Bluetooth
""3D"" Audio Panel 
 Garmin Remote ADS-B In & Out Transponder

 Garmin GFC-700 Digital Autopilot 
 Garmin Yaw Damper-Automatic
On/Off at 200 Ft. AGL 
 Active Traffic System (TAS) 
 EngineView
Engine and Fuel Monitoring 
 Enhanced Ground Proximity Warning System
(TAWS-B) 
 Garmin Electronic Stability Protection (ESP) 
 XM WX
Datalink and XM Audio 
 Jeppesen Chartview Electronic Approach Charts

 Garmin SafeTaxi 
 Enhanced Vision System (EVS, Camera) 

Flight Director 
 Digital Fuel Gauges",899000.0
2020-05-16,Liberty,Single engine,Liberty,Liberty,2007,,583XL,,J.A. Aero Inc.,,,62900.0
2020-05-16,Piper malibu,Single engine,Piper,Piper malibu,1984,,N37VM,,J.A. Aero Inc.,,,259000.0
2020-05-16,Cessna 210,Single engine,Cessna,Cessna 210,1978,,6364B,,J.A. Aero Inc.,,,449000.0
2020-05-15,182t,Single engine,Cessna,182t,2009,2005,,18282165,Plane4You,Poland,,
2020-05-15,182t,Single engine,Cessna,182t,2004,1,,,,,"Garmin G1000 Glass Panel 
 GEU-1040 PFD 
 GDU-1040 MFD 

1347 Digital Audio Panel 
 GRS-77 AHRS 
 GDC-74 Air Data Computer

 Garmin GTX340R Transponder with ADSB In & Out 
 WX500
Stormscope 
 XM Weather/Radio 
 KAP140 Autopilot with Altitude
Pre-select",289000.0
2020-05-15,Bonanza B35 B,Single engine,Beechcraft,Bonanza B35 B,1975,4,,,,,"NAV / COMM #1: Garmin GNS 530W IFR GPS / NAV / COMM 
 NAV / COMM #2:
Collins 251 / 351 NAV / COMM 
 Audio Panel: Garmin 340 Audio Panel w/
Marker 
 GPS #1: Garmin GNS 530W WAAS Certified IFR GPS 

Transponder: Garmin 345 w/ ADS-B Traffic & Weather on GNS-530 
 DME:
NARCO DME 
 Autopilot #1: Century III Autopilot w/ Slaved HSI 
 HSI
System: Century NSD 360A Slaved HSI 
 Back Up Vacuum System with Automatic
Clutch 
 Beech Avionics Master Switch",145000.0
2020-05-14,Alpha trainer,Single engine,Pipistrel,Alpha trainer,2014,55,YR5453,S/N 659,,"Romania, Bucharest","Description 	Pipistrel Alpha Trainer (S/N 659)
 Engine: Rotax 912UL 80 HP

Aircraft in excellent condition, has always been kept in a hangar.

Air speed indicator combined analogue and digital 80 mm
Altimeter combined analogue and digital 80 mm
Tachometer and hour meter 57mm
Vertical Speed Indicator 57mm
GPS Garmin Aera 500 AirGizmo
Radio Filser ATR 833 with aerial, 2 headsets HD-1000 with intercom
Transponder Filser TRT800 Mode C & S with altitude encoder, antenna end installation
Slip skid
Magnetic compass

Nose Wheel Model
13,5 gal (50 l) Fuel Tank with bigger fuel tank opening for aviation fuel pumps
Large Instrument Panel
Solid Luggage Container Behind The Seats
Wingtip NAV & Strobe lights (LED) landing light and tail light
Ballistic rescue system GRS 5/473 SD with container
Oil check door on top engine cover
2 blade fixed pitch propeller, 63"" diameter

Outside surfaces in white, cabin interior composite surfaces in grey
Acrylic paint finish outside of aircraft
Cabin upholstery in blue color with padded spar cover
Ergonomic seats with adjustable head rest

Cabin ventilation adjustable intake on the left door
Cabin ventilation adjustable intake on the right door
Noise reducing & stainless steel protected firewall
Dual control stick, dual rudder pedals
2 stage positive flaperons
Electric elevator trim
In-flight adjustable pedals for both pilot & co-pilot
UV protected, scratch resistant Lexan windshield
Three point door locking
Fixed composite landing gear
Hydraulic disk brakes on the main wheels 
Steerable nose wheel
Tie-down points on wings and tail
Fuel gasculator with drain sump
Cabin heating system
Rotax 912 UL2 80 hp, 4 cylinder 4 stroke engine with 2 carburetors integrated gearbox etc.
Electric starter
High capacity dry-type 12V battery (11Ah)
Modular electric system with fuses on primary and secondary circuit & battery disconnect switch
Rotax regulator-rectifier
All throttle control cables in Teflon
12V accessory plug
Large instrument panel with ignition switch, switches with automatic fuses and warning lights, magneto switches, starter button and battery quick disconnect switch
Spinner
Doors locks on both doors",88093.0
2020-05-14,Sr20-g3,Single engine,Cirrus,Sr20-g3,2008,1,,,,,"Avidyne Entegra Primary Flight Display (PFD)
Avidyne FlightMax EX5000C Color Multi-Function Display (MFD)
EMAX Engine and Fuel Monitoring
STEC 55X Autopilot with Altitude Preselect
Flight Director
Garmin 4-Place Intercom
Garmin GMA 340 Audio Panel
Dual Garmin GNS 430W w/ WAAS
Garmin GTX 335 Transponder with ADS-B Out
Skywatch Active Traffic System
XM Weather Datalink",229000.0
2020-05-14,Viking 17-30,Single engine,Bellanca,Viking 17-30,2001,542,,,,,"KI256/KCS55A FD/HSI with Slaving System
STEC-55 Autipilot with Auto Trim
Garmin GMA340 Audio Panel
Garmin 530WAAS GPS
Garmin 430WAAS GPS
King KN62 DME
Garmin GTX330ES Transponder",159900.0
2020-05-14,Cirrus sr22,Single engine,Cirrus,Cirrus sr22,2007,,,,"Aeromeccanica, SA",,,281222.0
2020-05-14,Cirrus sr22,Single engine,Cirrus,Cirrus sr22,2002,,N827CD,,"Aeromeccanica, SA",,,172642.0
2020-05-14,Cirrus sr20,Single engine,Cirrus,Cirrus sr20,2002,,N864CD,,"Aeromeccanica, SA",,,127039.0
2020-05-14,Beech bonanza 36,Single engine,Beechcraft,Beech bonanza 36,2000,,N3209J,,"Carolina Aircraft, Inc.",,,369000.0
2020-05-14,Beech bonanza 36,Single engine,Beechcraft,Beech bonanza 36,1997,,N2201U,,"Carolina Aircraft, Inc.",,,359000.0
2020-05-14,Beech bonanza 36,Single engine,Beechcraft,Beech bonanza 36,1985,,N7225M,,"Carolina Aircraft, Inc.",,,295000.0
2020-05-14,Beech bonanza 36,Single engine,Beechcraft,Beech bonanza 36,1992,,N8248K,,Berard Aviation,,,259500.0
